pair,construct_a,construct_b,n_contexts_measured,n_contexts_significant,retention_rate,mean_abs_gamma,median_abs_gamma,sign_consistency,majority_sign,n_countries,n_waves,first_wave,last_wave
wvs_agg_immigrant_origin_status|WVS_G::wvs_agg_sexual_and_reproductive_morality_permissiveness|WVS_F,immigrant_origin_status,sexual_and_reproductive_morality_permissiveness,118,45,0.381,0.0435,0.0277,0.517,-1,75,3,5,7
wvs_agg_precautionary_security_behaviors|WVS_H::wvs_agg_work_ethic|WVS_C,precautionary_security_behaviors,work_ethic,63,24,0.381,0.0179,0.0113,0.635,1,63,1,7,7
wvs_agg_economic_ideology|WVS_E::wvs_agg_socioeconomic_insecurity_worry|WVS_H,economic_ideology,socioeconomic_insecurity_worry,105,40,0.381,0.0153,0.0097,0.533,-1,76,2,6,7
wvs_agg_offline_political_participation|WVS_E::wvs_agg_religion_versus_secularism_orientation|WVS_F,offline_political_participation,religion_versus_secularism_orientation,84,32,0.381,0.0223,0.0164,0.607,1,63,2,6,7
wvs_agg_socioeconomic_insecurity_worry|WVS_H::wvs_agg_voluntary_association_active_membership|WVS_A,socioeconomic_insecurity_worry,voluntary_association_active_membership,50,19,0.38,0.0214,0.0109,0.56,1,42,2,6,7
wvs_agg_female_income_threat_to_marriage|WVS_D::wvs_agg_multilevel_place_attachment|WVS_G,female_income_threat_to_marriage,multilevel_place_attachment,58,22,0.379,0.0169,0.0085,0.655,-1,58,1,7,7
wvs_agg_authoritarian_governance_tolerance|WVS_E::wvs_agg_religion_versus_secularism_orientation|WVS_F,authoritarian_governance_tolerance,religion_versus_secularism_orientation,103,39,0.379,0.0139,0.0092,0.686,-1,74,2,6,7
wvs_agg_freedom_security_tradeoff_perception|WVS_H::wvs_agg_subjective_wellbeing|WVS_A,freedom_security_tradeoff_perception,subjective_wellbeing,66,25,0.379,0.0135,0.009,0.576,-1,66,1,7,7
wvs_agg_authoritarian_governance_tolerance|WVS_E::wvs_agg_religious_practice_and_self_identification|WVS_F,authoritarian_governance_tolerance,religious_practice_and_self_identification,140,53,0.379,0.0205,0.0134,0.65,-1,87,3,5,7
wvs_agg_civic_dishonesty_tolerance|WVS_F::wvs_agg_economic_ideology|WVS_E,civic_dishonesty_tolerance,economic_ideology,203,77,0.379,0.0167,0.0098,0.517,1,97,6,2,7
wvs_agg_religion_versus_secularism_orientation|WVS_F::wvs_agg_socioeconomic_insecurity_worry|WVS_H,religion_versus_secularism_orientation,socioeconomic_insecurity_worry,103,39,0.379,0.0218,0.0103,0.559,1,74,2,6,7
wvs_agg_job_scarcity_nativist_preference|WVS_C::wvs_agg_socioeconomic_insecurity_worry|WVS_H,job_scarcity_nativist_preference,socioeconomic_insecurity_worry,98,37,0.378,0.0256,0.0116,0.625,-1,74,2,6,7
wvs_agg_existential_threat_worry|WVS_H::wvs_agg_societal_change_attitudes|WVS_E,existential_threat_worry,societal_change_attitudes,98,37,0.378,0.0154,0.0104,0.724,-1,70,2,6,7
wvs_agg_familial_duty_obligations|WVS_D::wvs_agg_voluntary_association_active_membership|WVS_A,familial_duty_obligations,voluntary_association_active_membership,37,14,0.378,0.0167,0.0119,0.703,1,37,1,7,7
wvs_agg_basic_needs_deprivation|WVS_H::wvs_agg_electoral_integrity|WVS_E,basic_needs_deprivation,electoral_integrity,74,28,0.378,0.0165,0.0102,0.554,1,58,2,6,7
wvs_agg_autocracy_support|WVS_E::wvs_agg_job_scarcity_gender_discrimination|WVS_C,autocracy_support,job_scarcity_gender_discrimination,212,80,0.377,0.0197,0.0125,0.689,1,99,5,3,7
wvs_agg_autocracy_support|WVS_E::wvs_agg_multilevel_place_attachment|WVS_G,autocracy_support,multilevel_place_attachment,61,23,0.377,0.0168,0.0094,0.59,1,61,1,7,7
wvs_agg_multilevel_place_attachment|WVS_G::wvs_agg_religious_practice_and_self_identification|WVS_F,multilevel_place_attachment,religious_practice_and_self_identification,61,23,0.377,0.0211,0.0142,0.672,-1,61,1,7,7
wvs_agg_confidence_in_international_organizations|WVS_E::wvs_agg_outgroup_trust|WVS_G,confidence_in_international_organizations,outgroup_trust,146,55,0.377,0.0134,0.0094,0.705,-1,88,3,5,7
wvs_agg_child_qualities_autonomy_self_expression|WVS_A::wvs_agg_confidence_in_international_organizations|WVS_E,child_qualities_autonomy_self_expression,confidence_in_international_organizations,215,81,0.377,0.0169,0.0103,0.692,-1,99,6,2,7
wvs_agg_multilevel_place_attachment|WVS_G::wvs_agg_societal_change_attitudes|WVS_E,multilevel_place_attachment,societal_change_attitudes,61,23,0.377,0.0165,0.0112,0.705,1,61,1,7,7
wvs_agg_precautionary_security_behaviors|WVS_H::wvs_agg_science_skepticism|WVS_I,precautionary_security_behaviors,science_skepticism,109,41,0.376,0.0168,0.0097,0.63,1,77,2,6,7
wvs_agg_neighborhood_disorder_and_crime|WVS_H::wvs_agg_offline_political_participation|WVS_E,neighborhood_disorder_and_crime,offline_political_participation,85,32,0.376,0.0235,0.0163,0.576,-1,64,2,6,7
wvs_agg_freedom_security_tradeoff_perception|WVS_H::wvs_agg_life_autonomy_morality_permissiveness|WVS_F,freedom_security_tradeoff_perception,life_autonomy_morality_permissiveness,64,24,0.375,0.0137,0.0101,0.594,-1,64,1,7,7
wvs_agg_acceptance_of_state_surveillance|WVS_H::wvs_agg_religious_belief|WVS_F,acceptance_of_state_surveillance,religious_belief,56,21,0.375,0.0149,0.0094,0.696,1,56,1,7,7
wvs_agg_international_organization_knowledge|WVS_E::wvs_agg_work_ethic|WVS_C,international_organization_knowledge,work_ethic,64,24,0.375,0.019,0.0114,0.703,1,64,1,7,7
wvs_agg_religion_versus_secularism_orientation|WVS_F::wvs_agg_work_ethic|WVS_C,religion_versus_secularism_orientation,work_ethic,64,24,0.375,0.0184,0.0111,0.609,1,64,1,7,7
wvs_agg_child_qualities_autonomy_self_expression|WVS_A::wvs_agg_international_organization_knowledge|WVS_E,child_qualities_autonomy_self_expression,international_organization_knowledge,64,24,0.375,0.0178,0.0144,0.825,1,64,1,7,7
wvs_agg_confidence_in_civil_society_organizations|WVS_E::wvs_agg_sexual_and_reproductive_morality_permissiveness|WVS_F,confidence_in_civil_society_organizations,sexual_and_reproductive_morality_permissiveness,190,71,0.374,0.0189,0.0126,0.616,-1,94,5,3,7
wvs_agg_job_scarcity_nativist_preference|WVS_C::wvs_agg_neighborhood_disorder_and_crime|WVS_H,job_scarcity_nativist_preference,neighborhood_disorder_and_crime,102,38,0.373,0.0198,0.0126,0.584,-1,77,2,6,7
wvs_agg_crime_victimization|WVS_H::wvs_agg_multilevel_place_attachment|WVS_G,crime_victimization,multilevel_place_attachment,59,22,0.373,0.0213,0.0149,0.661,-1,59,1,7,7
wvs_agg_democratic_system_evaluation|WVS_E::wvs_agg_socioeconomic_insecurity_worry|WVS_H,democratic_system_evaluation,socioeconomic_insecurity_worry,102,38,0.373,0.0234,0.0124,0.683,1,74,2,6,7
wvs_agg_democratic_system_evaluation|WVS_E::wvs_agg_multilevel_place_attachment|WVS_G,democratic_system_evaluation,multilevel_place_attachment,59,22,0.373,0.0163,0.008,0.828,1,59,1,7,7
wvs_agg_child_qualities_autonomy_self_expression|WVS_A::wvs_agg_job_scarcity_nativist_preference|WVS_C,child_qualities_autonomy_self_expression,job_scarcity_nativist_preference,212,79,0.373,0.0244,0.0122,0.741,1,100,6,2,7
wvs_agg_basic_needs_deprivation|WVS_H::wvs_agg_economic_ideology|WVS_E,basic_needs_deprivation,economic_ideology,78,29,0.372,0.0141,0.009,0.59,1,60,2,6,7
wvs_agg_basic_needs_deprivation|WVS_H::wvs_agg_postmaterialist_values|WVS_E,basic_needs_deprivation,postmaterialist_values,78,29,0.372,0.0166,0.0095,0.603,-1,60,2,6,7
wvs_agg_authoritarian_governance_tolerance|WVS_E::wvs_agg_social_intolerance_outgroups|WVS_A,authoritarian_governance_tolerance,social_intolerance_outgroups,116,43,0.371,0.0171,0.0099,0.56,1,73,3,5,7
wvs_agg_international_organization_knowledge|WVS_E::wvs_agg_life_autonomy_morality_permissiveness|WVS_F,international_organization_knowledge,life_autonomy_morality_permissiveness,62,23,0.371,0.0166,0.0121,0.758,1,62,1,7,7
wvs_agg_importance_of_life_domains|WVS_A::wvs_agg_religious_belief|WVS_F,importance_of_life_domains,religious_belief,178,66,0.371,0.0157,0.0114,0.539,1,83,6,2,7
wvs_agg_job_scarcity_gender_discrimination|WVS_C::wvs_agg_subjective_wellbeing|WVS_A,job_scarcity_gender_discrimination,subjective_wellbeing,219,81,0.37,0.0179,0.0117,0.631,1,100,6,2,7
wvs_agg_postmaterialist_values|WVS_E::wvs_agg_religious_exclusivism|WVS_F,postmaterialist_values,religious_exclusivism,100,37,0.37,0.0151,0.009,0.52,1,70,2,6,7
wvs_agg_freedom_security_tradeoff_perception|WVS_H::wvs_agg_voting_participation|WVS_E,freedom_security_tradeoff_perception,voting_participation,46,17,0.37,0.0267,0.0197,0.522,1,46,1,7,7
wvs_agg_female_income_threat_to_marriage|WVS_D::wvs_agg_science_technology_optimism|WVS_E,female_income_threat_to_marriage,science_technology_optimism,108,40,0.37,0.0122,0.0096,0.685,1,78,2,6,7
wvs_agg_basic_needs_deprivation|WVS_H::wvs_agg_perceived_positive_effects_of_immigration|WVS_G,basic_needs_deprivation,perceived_positive_effects_of_immigration,46,17,0.37,0.0144,0.0096,0.609,1,46,1,7,7
wvs_agg_voluntary_association_active_membership|WVS_A::wvs_agg_work_ethic|WVS_C,voluntary_association_active_membership,work_ethic,54,20,0.37,0.0167,0.0098,0.648,1,47,2,5,7
wvs_agg_civic_dishonesty_tolerance|WVS_F::wvs_agg_offline_political_participation|WVS_E,civic_dishonesty_tolerance,offline_political_participation,176,65,0.369,0.0285,0.0192,0.506,-1,87,6,2,7
wvs_agg_acceptance_of_state_surveillance|WVS_H::wvs_agg_familial_duty_obligations|WVS_D,acceptance_of_state_surveillance,familial_duty_obligations,65,24,0.369,0.0136,0.0096,0.672,-1,65,1,7,7
wvs_agg_perceived_negative_effects_of_immigration|WVS_G::wvs_agg_subjective_wellbeing|WVS_A,perceived_negative_effects_of_immigration,subjective_wellbeing,65,24,0.369,0.013,0.0077,0.578,-1,65,1,7,7
wvs_agg_autocracy_support|WVS_E::wvs_agg_work_ethic|WVS_C,autocracy_support,work_ethic,122,45,0.369,0.0163,0.0112,0.574,1,85,3,4,7
wvs_agg_familial_duty_obligations|WVS_D::wvs_agg_science_skepticism|WVS_I,familial_duty_obligations,science_skepticism,65,24,0.369,0.0139,0.0089,0.585,-1,65,1,7,7
wvs_agg_acceptance_of_state_surveillance|WVS_H::wvs_agg_societal_change_attitudes|WVS_E,acceptance_of_state_surveillance,societal_change_attitudes,65,24,0.369,0.015,0.0101,0.508,-1,65,1,7,7
wvs_agg_child_qualities_autonomy_self_expression|WVS_A::wvs_agg_perceived_negative_effects_of_immigration|WVS_G,child_qualities_autonomy_self_expression,perceived_negative_effects_of_immigration,65,24,0.369,0.0185,0.0084,0.719,-1,65,1,7,7
wvs_agg_civic_dishonesty_tolerance|WVS_F::wvs_agg_democratic_values_importance|WVS_E,civic_dishonesty_tolerance,democratic_values_importance,144,53,0.368,0.0157,0.0097,0.69,-1,86,3,5,7
wvs_agg_democratic_values_importance|WVS_E::wvs_agg_sexual_and_reproductive_morality_permissiveness|WVS_F,democratic_values_importance,sexual_and_reproductive_morality_permissiveness,133,49,0.368,0.0148,0.011,0.647,-1,81,3,5,7
wvs_agg_neighborhood_disorder_and_crime|WVS_H::wvs_agg_religious_exclusivism|WVS_F,neighborhood_disorder_and_crime,religious_exclusivism,98,36,0.367,0.021,0.0112,0.619,-1,70,2,6,7
wvs_agg_institutional_threat_perception|WVS_H::wvs_agg_multilevel_place_attachment|WVS_G,institutional_threat_perception,multilevel_place_attachment,49,18,0.367,0.0212,0.0133,0.735,1,49,1,7,7
wvs_agg_familial_duty_obligations|WVS_D::wvs_agg_voluntary_association_belonging|WVS_A,familial_duty_obligations,voluntary_association_belonging,49,18,0.367,0.0172,0.0127,0.673,1,49,1,7,7
wvs_agg_job_scarcity_gender_discrimination|WVS_C::wvs_agg_violence_tolerance|WVS_F,job_scarcity_gender_discrimination,violence_tolerance,90,33,0.367,0.02,0.015,0.689,-1,67,3,5,7
wvs_agg_confidence_in_domestic_institutions|WVS_E::wvs_agg_subjective_wellbeing|WVS_A,confidence_in_domestic_institutions,subjective_wellbeing,224,82,0.366,0.0138,0.0092,0.554,1,100,6,2,7
wvs_agg_existential_threat_worry|WVS_H::wvs_agg_violence_tolerance|WVS_F,existential_threat_worry,violence_tolerance,74,27,0.365,0.015,0.008,0.608,1,56,2,6,7
wvs_agg_child_qualities_conformity_tradition|WVS_A::wvs_agg_gender_role_traditionalism|WVS_D,child_qualities_conformity_tradition,gender_role_traditionalism,222,81,0.365,0.0238,0.0135,0.554,-1,99,6,2,7
wvs_agg_confidence_in_domestic_institutions|WVS_E::wvs_agg_job_scarcity_gender_discrimination|WVS_C,confidence_in_domestic_institutions,job_scarcity_gender_discrimination,219,80,0.365,0.0181,0.0126,0.615,1,100,6,2,7
wvs_agg_outgroup_trust|WVS_G::wvs_agg_religion_versus_secularism_orientation|WVS_F,outgroup_trust,religion_versus_secularism_orientation,110,40,0.364,0.0138,0.0075,0.639,1,78,2,6,7
wvs_agg_child_qualities_conformity_tradition|WVS_A::wvs_agg_neighborhood_disorder_and_crime|WVS_H,child_qualities_conformity_tradition,neighborhood_disorder_and_crime,110,40,0.364,0.0174,0.0111,0.691,1,79,2,6,7
wvs_agg_autocracy_support|WVS_E::wvs_agg_voluntary_association_active_membership|WVS_A,autocracy_support,voluntary_association_active_membership,88,32,0.364,0.018,0.0131,0.761,1,59,4,3,7
wvs_agg_importance_of_life_domains|WVS_A::wvs_agg_precautionary_security_behaviors|WVS_H,importance_of_life_domains,precautionary_security_behaviors,110,40,0.364,0.0157,0.0124,0.505,1,78,2,6,7
wvs_agg_importance_of_life_domains|WVS_A::wvs_agg_neighborhood_disorder_and_crime|WVS_H,importance_of_life_domains,neighborhood_disorder_and_crime,110,40,0.364,0.014,0.0105,0.536,-1,79,2,6,7
wvs_agg_child_qualities_prosocial_diligence|WVS_A::wvs_agg_sexual_and_reproductive_morality_permissiveness|WVS_F,child_qualities_prosocial_diligence,sexual_and_reproductive_morality_permissiveness,195,71,0.364,0.0186,0.0119,0.626,1,94,6,2,7
wvs_agg_confidence_in_civil_society_organizations|WVS_E::wvs_agg_precautionary_security_behaviors|WVS_H,confidence_in_civil_society_organizations,precautionary_security_behaviors,110,40,0.364,0.0151,0.0095,0.6,-1,78,2,6,7
wvs_agg_perceived_positive_effects_of_immigration|WVS_G::wvs_agg_work_ethic|WVS_C,perceived_positive_effects_of_immigration,work_ethic,66,24,0.364,0.0139,0.0064,0.591,-1,66,1,7,7
wvs_agg_child_qualities_autonomy_self_expression|WVS_A::wvs_agg_freedom_security_tradeoff_perception|WVS_H,child_qualities_autonomy_self_expression,freedom_security_tradeoff_perception,66,24,0.364,0.0144,0.0104,0.591,-1,66,1,7,7
wvs_agg_freedom_security_tradeoff_perception|WVS_H::wvs_agg_societal_change_attitudes|WVS_E,freedom_security_tradeoff_perception,societal_change_attitudes,66,24,0.364,0.0151,0.0116,0.621,1,66,1,7,7
wvs_agg_child_qualities_autonomy_self_expression|WVS_A::wvs_agg_socioeconomic_insecurity_worry|WVS_H,child_qualities_autonomy_self_expression,socioeconomic_insecurity_worry,105,38,0.362,0.0207,0.0117,0.724,-1,76,2,6,7
wvs_agg_job_scarcity_gender_discrimination|WVS_C::wvs_agg_societal_change_attitudes|WVS_E,job_scarcity_gender_discrimination,societal_change_attitudes,218,79,0.362,0.0249,0.0158,0.583,-1,100,6,2,7
wvs_agg_job_scarcity_nativist_preference|WVS_C::wvs_agg_multilevel_place_attachment|WVS_G,job_scarcity_nativist_preference,multilevel_place_attachment,58,21,0.362,0.0165,0.0094,0.684,-1,58,1,7,7
wvs_agg_civic_dishonesty_tolerance|WVS_F::wvs_agg_science_technology_optimism|WVS_E,civic_dishonesty_tolerance,science_technology_optimism,141,51,0.362,0.0155,0.0113,0.564,-1,85,3,5,7
wvs_agg_female_income_threat_to_marriage|WVS_D::wvs_agg_job_scarcity_nativist_preference|WVS_C,female_income_threat_to_marriage,job_scarcity_nativist_preference,105,38,0.362,0.02,0.0111,0.762,1,78,2,6,7
wvs_agg_economic_ideology|WVS_E::wvs_agg_sexual_and_reproductive_morality_permissiveness|WVS_F,economic_ideology,sexual_and_reproductive_morality_permissiveness,194,70,0.361,0.0176,0.0086,0.575,-1,94,6,2,7
wvs_agg_existential_threat_worry|WVS_H::wvs_agg_life_autonomy_morality_permissiveness|WVS_F,existential_threat_worry,life_autonomy_morality_permissiveness,97,35,0.361,0.0158,0.0102,0.67,1,70,2,6,7
wvs_agg_child_qualities_conformity_tradition|WVS_A::wvs_agg_institutional_threat_perception|WVS_H,child_qualities_conformity_tradition,institutional_threat_perception,83,30,0.361,0.0172,0.0103,0.735,1,61,2,6,7
wvs_agg_child_qualities_autonomy_self_expression|WVS_A::wvs_agg_institutional_threat_perception|WVS_H,child_qualities_autonomy_self_expression,institutional_threat_perception,83,30,0.361,0.0171,0.0114,0.711,-1,61,2,6,7
wvs_agg_democratic_values_importance|WVS_E::wvs_agg_life_autonomy_morality_permissiveness|WVS_F,democratic_values_importance,life_autonomy_morality_permissiveness,150,54,0.36,0.0119,0.009,0.604,-1,89,3,5,7
wvs_agg_online_political_participation|WVS_E::wvs_agg_violence_tolerance|WVS_F,online_political_participation,violence_tolerance,50,18,0.36,0.0243,0.0193,0.6,1,50,1,7,7
wvs_agg_life_autonomy_morality_permissiveness|WVS_F::wvs_agg_perceived_positive_effects_of_immigration|WVS_G,life_autonomy_morality_permissiveness,perceived_positive_effects_of_immigration,64,23,0.359,0.0143,0.008,0.651,-1,64,1,7,7
wvs_agg_crime_victimization|WVS_H::wvs_agg_perceived_positive_effects_of_immigration|WVS_G,crime_victimization,perceived_positive_effects_of_immigration,64,23,0.359,0.0169,0.0102,0.594,-1,64,1,7,7
wvs_agg_acceptance_of_state_surveillance|WVS_H::wvs_agg_perceived_negative_effects_of_immigration|WVS_G,acceptance_of_state_surveillance,perceived_negative_effects_of_immigration,64,23,0.359,0.0125,0.0094,0.594,1,64,1,7,7
wvs_agg_postmaterialist_values|WVS_E::wvs_agg_sexual_and_reproductive_morality_permissiveness|WVS_F,postmaterialist_values,sexual_and_reproductive_morality_permissiveness,195,70,0.359,0.0189,0.0117,0.585,-1,94,6,2,7
wvs_agg_child_qualities_autonomy_self_expression|WVS_A::wvs_agg_voting_participation|WVS_E,child_qualities_autonomy_self_expression,voting_participation,92,33,0.359,0.0248,0.0166,0.815,1,71,2,6,7
wvs_agg_crime_victimization|WVS_H::wvs_agg_work_ethic|WVS_C,crime_victimization,work_ethic,64,23,0.359,0.0272,0.0165,0.719,1,64,1,7,7
wvs_agg_crime_victimization|WVS_H::wvs_agg_familial_duty_obligations|WVS_D,crime_victimization,familial_duty_obligations,64,23,0.359,0.0205,0.0177,0.672,1,64,1,7,7
wvs_agg_economic_ideology|WVS_E::wvs_agg_work_ethic|WVS_C,economic_ideology,work_ethic,123,44,0.358,0.0133,0.0086,0.557,1,86,3,4,7
wvs_agg_institutional_threat_perception|WVS_H::wvs_agg_offline_political_participation|WVS_E,institutional_threat_perception,offline_political_participation,67,24,0.358,0.0229,0.0165,0.507,-1,52,2,6,7
wvs_agg_confidence_in_civil_society_organizations|WVS_E::wvs_agg_life_autonomy_morality_permissiveness|WVS_F,confidence_in_civil_society_organizations,life_autonomy_morality_permissiveness,212,76,0.358,0.015,0.0106,0.573,-1,100,5,3,7
wvs_agg_postmaterialist_values|WVS_E::wvs_agg_work_ethic|WVS_C,postmaterialist_values,work_ethic,123,44,0.358,0.016,0.0105,0.748,-1,86,3,4,7
wvs_agg_female_income_threat_to_marriage|WVS_D::wvs_agg_importance_of_life_domains|WVS_A,female_income_threat_to_marriage,importance_of_life_domains,109,39,0.358,0.014,0.0109,0.523,1,79,2,6,7
wvs_agg_sexual_and_reproductive_morality_permissiveness|WVS_F::wvs_agg_voluntary_association_active_membership|WVS_A,sexual_and_reproductive_morality_permissiveness,voluntary_association_active_membership,81,29,0.358,0.019,0.0135,0.8,1,56,4,3,7
wvs_agg_child_qualities_autonomy_self_expression|WVS_A::wvs_agg_female_income_threat_to_marriage|WVS_D,child_qualities_autonomy_self_expression,female_income_threat_to_marriage,109,39,0.358,0.0178,0.0113,0.704,1,79,2,6,7
wvs_agg_basic_needs_deprivation|WVS_H::wvs_agg_civic_dishonesty_tolerance|WVS_F,basic_needs_deprivation,civic_dishonesty_tolerance,70,25,0.357,0.0184,0.0119,0.7,1,56,2,6,7
wvs_agg_freedom_security_tradeoff_perception|WVS_H::wvs_agg_religious_belief|WVS_F,freedom_security_tradeoff_perception,religious_belief,56,20,0.357,0.0159,0.0105,0.636,1,56,1,7,7
wvs_agg_electoral_integrity|WVS_E::wvs_agg_job_scarcity_gender_discrimination|WVS_C,electoral_integrity,job_scarcity_gender_discrimination,98,35,0.357,0.0201,0.0119,0.582,-1,75,2,6,7
wvs_agg_democratic_system_evaluation|WVS_E::wvs_agg_voluntary_association_active_membership|WVS_A,democratic_system_evaluation,voluntary_association_active_membership,70,25,0.357,0.0203,0.0117,0.671,1,51,4,3,7
wvs_agg_offline_political_participation|WVS_E::wvs_agg_precautionary_security_behaviors|WVS_H,offline_political_participation,precautionary_security_behaviors,84,30,0.357,0.0244,0.016,0.518,1,63,2,6,7
wvs_agg_democratic_system_evaluation|WVS_E::wvs_agg_religious_exclusivism|WVS_F,democratic_system_evaluation,religious_exclusivism,98,35,0.357,0.0181,0.013,0.786,1,69,2,6,7
wvs_agg_violence_tolerance|WVS_F::wvs_agg_work_ethic|WVS_C,violence_tolerance,work_ethic,59,21,0.356,0.014,0.0105,0.576,1,56,2,5,7
wvs_agg_electoral_integrity|WVS_E::wvs_agg_existential_threat_worry|WVS_H,electoral_integrity,existential_threat_worry,87,31,0.356,0.0163,0.0103,0.535,1,66,2,6,7
wvs_agg_confidence_in_international_organizations|WVS_E::wvs_agg_social_intolerance_outgroups|WVS_A,confidence_in_international_organizations,social_intolerance_outgroups,177,63,0.356,0.0179,0.0118,0.585,1,91,6,2,7
wvs_agg_electoral_integrity|WVS_E::wvs_agg_science_skepticism|WVS_I,electoral_integrity,science_skepticism,101,36,0.356,0.0131,0.0083,0.57,1,75,2,6,7
wvs_agg_democratic_values_importance|WVS_E::wvs_agg_voluntary_association_active_membership|WVS_A,democratic_values_importance,voluntary_association_active_membership,73,26,0.356,0.0128,0.0089,0.548,-1,52,3,5,7
wvs_agg_civic_dishonesty_tolerance|WVS_F::wvs_agg_female_income_threat_to_marriage|WVS_D,civic_dishonesty_tolerance,female_income_threat_to_marriage,101,36,0.356,0.0237,0.0113,0.594,1,75,2,6,7
wvs_agg_economic_ideology|WVS_E::wvs_agg_religious_exclusivism|WVS_F,economic_ideology,religious_exclusivism,101,36,0.356,0.0151,0.0084,0.584,-1,71,2,6,7
wvs_agg_crime_victimization|WVS_H::wvs_agg_voting_participation|WVS_E,crime_victimization,voting_participation,90,32,0.356,0.0452,0.033,0.733,1,69,2,6,7
wvs_agg_precautionary_security_behaviors|WVS_H::wvs_agg_subjective_wellbeing|WVS_A,precautionary_security_behaviors,subjective_wellbeing,110,39,0.355,0.0149,0.0099,0.509,-1,78,2,6,7
wvs_agg_confidence_in_civil_society_organizations|WVS_E::wvs_agg_violence_tolerance|WVS_F,confidence_in_civil_society_organizations,violence_tolerance,93,33,0.355,0.0121,0.0081,0.527,1,68,3,5,7
wvs_agg_familial_duty_obligations|WVS_D::wvs_agg_job_scarcity_nativist_preference|WVS_C,familial_duty_obligations,job_scarcity_nativist_preference,62,22,0.355,0.0156,0.0112,0.694,1,62,1,7,7
wvs_agg_perceived_positive_effects_of_immigration|WVS_G::wvs_agg_science_skepticism|WVS_I,perceived_positive_effects_of_immigration,science_skepticism,65,23,0.354,0.0156,0.0073,0.585,1,65,1,7,7
wvs_agg_freedom_security_tradeoff_perception|WVS_H::wvs_agg_science_technology_optimism|WVS_E,freedom_security_tradeoff_perception,science_technology_optimism,65,23,0.354,0.0122,0.009,0.677,-1,65,1,7,7
wvs_agg_electoral_integrity|WVS_E::wvs_agg_violence_tolerance|WVS_F,electoral_integrity,violence_tolerance,79,28,0.354,0.0147,0.008,0.57,-1,62,2,6,7
wvs_agg_acceptance_of_state_surveillance|WVS_H::wvs_agg_child_qualities_autonomy_self_expression|WVS_A,acceptance_of_state_surveillance,child_qualities_autonomy_self_expression,65,23,0.354,0.0152,0.0089,0.662,-1,65,1,7,7
wvs_agg_confidence_in_international_organizations|WVS_E::wvs_agg_perceived_positive_effects_of_immigration|WVS_G,confidence_in_international_organizations,perceived_positive_effects_of_immigration,65,23,0.354,0.0137,0.0074,0.754,1,65,1,7,7
wvs_agg_child_qualities_prosocial_diligence|WVS_A::wvs_agg_political_information_sources|WVS_E,child_qualities_prosocial_diligence,political_information_sources,113,40,0.354,0.0189,0.0096,0.655,1,80,2,6,7
wvs_agg_acceptance_of_state_surveillance|WVS_H::wvs_agg_religious_practice_and_self_identification|WVS_F,acceptance_of_state_surveillance,religious_practice_and_self_identification,65,23,0.354,0.0162,0.0101,0.723,-1,65,1,7,7
wvs_agg_child_qualities_conformity_tradition|WVS_A::wvs_agg_confidence_in_domestic_institutions|WVS_E,child_qualities_conformity_tradition,confidence_in_domestic_institutions,224,79,0.353,0.0136,0.0088,0.58,-1,100,6,2,7
wvs_agg_electoral_integrity|WVS_E::wvs_agg_subjective_wellbeing|WVS_A,electoral_integrity,subjective_wellbeing,102,36,0.353,0.012,0.0068,0.618,1,76,2,6,7
wvs_agg_democratic_system_evaluation|WVS_E::wvs_agg_subjective_wellbeing|WVS_A,democratic_system_evaluation,subjective_wellbeing,184,65,0.353,0.0159,0.009,0.783,1,97,5,3,7
wvs_agg_democratic_values_importance|WVS_E::wvs_agg_socioeconomic_insecurity_worry|WVS_H,democratic_values_importance,socioeconomic_insecurity_worry,105,37,0.352,0.0148,0.0107,0.676,1,76,2,6,7
wvs_agg_economic_ideology|WVS_E::wvs_agg_religious_belief|WVS_F,economic_ideology,religious_belief,176,62,0.352,0.015,0.0088,0.625,1,82,6,2,7
wvs_agg_child_qualities_conformity_tradition|WVS_A::wvs_agg_socioeconomic_insecurity_worry|WVS_H,child_qualities_conformity_tradition,socioeconomic_insecurity_worry,105,37,0.352,0.0216,0.0119,0.657,1,76,2,6,7
wvs_agg_perceived_positive_effects_of_immigration|WVS_G::wvs_agg_sexual_and_reproductive_morality_permissiveness|WVS_F,perceived_positive_effects_of_immigration,sexual_and_reproductive_morality_permissiveness,57,20,0.351,0.02,0.011,0.614,-1,57,1,7,7
wvs_agg_confidence_in_international_organizations|WVS_E::wvs_agg_existential_threat_worry|WVS_H,confidence_in_international_organizations,existential_threat_worry,94,33,0.351,0.0127,0.01,0.596,-1,69,2,6,7
wvs_agg_immigrant_origin_status|WVS_G::wvs_agg_religious_belief|WVS_F,immigrant_origin_status,religious_belief,103,36,0.35,0.0394,0.027,0.553,1,65,3,5,7
wvs_agg_acceptance_of_state_surveillance|WVS_H::wvs_agg_authoritarian_governance_tolerance|WVS_E,acceptance_of_state_surveillance,authoritarian_governance_tolerance,60,21,0.35,0.0114,0.0063,0.667,1,60,1,7,7
wvs_agg_outgroup_trust|WVS_G::wvs_agg_work_ethic|WVS_C,outgroup_trust,work_ethic,103,36,0.35,0.0154,0.0108,0.515,1,81,2,5,7
wvs_agg_gender_role_traditionalism|WVS_D::wvs_agg_postmaterialist_values|WVS_E,gender_role_traditionalism,postmaterialist_values,220,77,0.35,0.0205,0.0134,0.705,-1,98,6,2,7
